bike_id,lat,lon,company
3856c564-b992-5727-9de2-9924367145a9,38.908975,-77.032191,Jump
139ca3bc-a2bf-5a73-b38c-610a903e35fd,38.900876,-77.048865,Jump
ddbe891e-caa3-574b-bb64-7a86a48b1dff,38.914355,-76.975685,Jump
ba811405-415d-58ab-a7d2-8bb23e343a29,38.910746,-77.022115,Jump
e3b02daa-0d79-5a08-94b1-97dab17bde63,38.902636,-76.998593,Jump
616370dd-7627-567e-80ce-84960106d52e,38.899706,-77.033646,Jump
2f0b29b5-52a9-5a7d-b5f8-fb8503beb020,38.898351,-77.050863,Jump
b5d555ab-1e6a-55d6-ab01-e1af772118b4,38.911298,-77.021953,Jump
59fd6719-d28b-5354-9c66-6706e50bb712,38.919136,-76.962135,Jump
03f6cd07-b079-50a6-b174-bdf88104bec0,38.910078,-77.022661,Jump
3793891c-26fb-53aa-a5b6-910283176aa8,38.944311,-77.063081,Jump
d44b6ac9-01b5-5de7-8a82-736f867dfa6f,38.878196,-77.019118,Jump
00c31e0c-3fbd-51c3-855a-09f14c565bdf,38.919145,-76.962123,Jump
2a66b351-430e-520e-a33c-0e596832eaee,38.919068,-76.962205,Jump
432a974b-ed86-5c02-99f6-a1a0a815eaa8,38.919146,-76.962135,Jump
c82ed80e-c832-545b-89f0-72b6fd24d5b0,38.887731,-77.025638,Jump
84b42851-1b2b-5606-b995-b274ab9fb4d3,38.875685,-77.008083,Jump
13d12c3a-3213-5cf5-b518-4ef529ad8b41,38.907781,-77.02196,Jump
23b3ddb4-a1c7-5d34-90b2-19359295b8f1,38.900773,-77.0515,Jump
2427e506-65cd-57f8-a910-336a673d8667,38.897256,-77.047118,Jump
8831c19d-67ba-5837-8443-78c96e749534,38.919088,-76.962135,Jump
b8a89598-ace8-53b8-b289-e7fd6e4d9ed1,38.884893,-77.007313,Jump
35ad165f-2b67-530a-b6d6-d2465cd0a2f2,38.91902,-76.962111,Jump
9467e193-9274-596d-8451-2477f05712b2,38.884196,-77.023645,Jump
6216278f-46fd-54fa-bf1b-33de3c854208,38.927846,-77.021516,Jump
bcf8f5e3-381c-53e9-ac02-4654bcc078e0,38.922941,-77.029736,Jump
f3bf936b-d115-5651-9b36-fb04417c7f7e,38.901708,-76.979063,Jump
0df73428-51ad-5d6b-b7ce-589a1fab62ae,38.933243,-77.034326,Jump
ebe37ea8-9c4d-5420-bbe1-3c520a3cd5a6,38.900261,-76.991245,Jump
02c8cdf7-b294-5df6-81e6-7ff4233d12ac,38.900161,-76.982808,Jump
547b74d9-e168-5e84-9583-c7f7535dfbfa,38.901733,-76.979088,Jump
c32b632c-e01d-5e9b-9852-65870b64df49,38.88659,-77.000861,Jump
05e1df0f-db47-5573-ab70-e4dc5ec2f9cb,38.908666,-77.085936,Jump
3ab9b391-d65b-5d1b-a223-201a930565dd,38.901036,-77.04888,Jump
ab99e75b-8035-5af9-9889-549db45e91f5,38.91905,-76.962168,Jump
c7dd3d10-0aa9-5851-9f10-40f58a559514,38.919223,-76.962218,Jump
59785436-234b-5088-9ae8-fa6d4b800508,38.900283,-76.989945,Jump
1bc26511-850c-5f43-a230-1d6b23bd24cd,38.90155,-76.974188,Jump
1904fcd9-d2d6-548b-af7e-eb7c81d65245,38.913583,-77.016153,Jump
e6cbef16-94f0-5743-8638-a282664df6e7,38.919463,-77.049161,Jump
ef86463f-2401-5d33-81c6-e91c36c6eb38,38.900271,-76.991286,Jump
d153da0c-5853-5d95-b3a7-45ec44c45361,38.917881,-77.04663,Jump
a48682e4-d7a6-5fb6-a49d-432018166d5b,38.900866,-77.048821,Jump
88c82b15-457d-5180-a117-2fdc559d4aef,38.905673,-77.027885,Jump
18bbe41b-c44b-555d-8304-3031ac5ebba0,38.909751,-77.02389,Jump
6e6fa571-3ff0-51cf-a01c-cca296d092d7,38.907561,-77.0632,Jump
d62c2b6d-eb6b-5653-9c16-954198590f06,38.919175,-76.962178,Jump
2b50f96c-a944-58a2-a9ff-4a11fb977812,38.899583,-76.97963,Jump
3acfe744-f5c4-5ac3-a0ad-685b982729e5,38.916433,-77.023945,Jump
af039975-5be7-5b25-ad62-a515bcc0e197,38.887651,-76.991548,Jump
c443d496-c0e8-5bfa-b231-97f23ceb3723,38.908406,-77.062908,Jump
1d920c6c-deba-5739-9fe8-7c184632bacb,38.876666,-76.993798,Jump
1e863c43-9107-5668-b04c-915a611bcb12,38.91045,-77.012625,Jump
2d020cda-775e-575e-8981-fd202c66a362,38.921251,-77.009343,Jump
9df398f5-fe6d-557b-bb7a-5fecef0d8b11,38.919103,-76.962186,Jump
fc0aee4b-e3ee-51aa-a9e4-2e2bb3fcb75d,38.914173,-77.023951,Jump
ef8c6587-62dc-5835-a51c-35eb93b2c623,38.919166,-77.010083,Jump
bbda23e0-c9d4-5155-aa67-0a9f488d2e71,38.908471,-77.018348,Jump
ccaa5273-712a-503b-baa4-65c63f9dcfc2,38.902663,-77.03328,Jump
c3b54c45-ccf8-54c1-a020-a4497fb011bd,38.901415,-77.003063,Jump
2835cb83-9995-57f3-8742-dce08bae4189,38.899586,-76.979626,Jump
a12893c1-bf4b-58de-8587-8df50db2f8d4,38.883443,-77.014918,Jump
ea7cb4c9-a971-5025-8efd-28cff14095a6,38.902683,-76.974561,Jump
53270ec8-d8a3-57d7-a884-597cb2cf3c9c,38.924663,-77.055706,Jump
3a8e63f3-4f61-5f1f-9255-ba8a77085b1d,38.919128,-76.962103,Jump
c812a35b-a360-5c89-b230-f786d5eaf65f,38.90014,-76.982791,Jump
15f025a5-2b4f-518a-a8a1-73c7a6d580cf,38.906606,-77.016433,Jump
69c3af52-be90-54ac-9f35-5498a9f2ac94,38.900266,-76.991265,Jump
b9ef3790-1edc-5600-9a71-f1a6b2d095c3,38.900293,-76.991245,Jump
400fb5ef-fb36-5c52-b08c-28ec98d8793c,38.9203,-77.037315,Jump
fd93facb-d7c7-5e54-a385-30ca71062de8,38.94568,-77.055893,Jump
43f51ed7-fab1-54d3-87b3-fec6b9ee10c4,38.93976,-77.053933,Jump
45f0197f-a7d5-57ce-a0f0-a6da0138705f,38.919018,-76.962071,Jump
aaee6aa5-6487-5b66-95e3-bcf79c4e5f57,38.900286,-76.989921,Jump
aad3a661-4c72-5fec-a0c6-df702ce2d6b1,38.9006487,-77.0104616,Jump
a9a83cfa-af66-5137-8e7a-1f093afc0b38,38.93022,-77.016551,Jump
4bce81bd-e7b8-540e-8bb4-b4b3f9d086f1,38.913355,-77.001141,Jump
b738b290-a021-53b6-a4b8-76516d0f9af9,38.924615,-77.055863,Jump
fdcbccd4-4065-5029-813e-4c9d8d919e3e,38.91031,-77.013506,Jump
3d513167-a3a4-51fc-92f0-37c3254755bf,38.91313,-77.0239,Jump
bec38a42-e9b5-5d1f-a420-e6d46249dea6,38.905235,-77.030086,Jump
1c5f2b2e-3043-5a9f-85f8-a121b05edede,38.934458,-77.034601,Jump
c8156ab0-cf0f-5143-8414-f6ce6d9f87e6,38.912546,-77.04904,Jump
c7aab5f7-01b0-55b7-a91d-10e0fe34967e,38.900153,-76.982805,Jump
eb44aa98-412a-50bd-8259-1c701772b101,38.899593,-76.979636,Jump
0328cf6c-f36b-5292-bc31-9daee639831a,38.919168,-76.96213,Jump
30bdbbc2-4b85-5708-8375-2c03db1e825d,38.909738,-77.011096,Jump
66efa236-c54d-5fc6-9bf4-1761aa86ff0c,38.905046,-77.026163,Jump
9de9400a-8cd1-5369-b636-4a638131c473,38.932528,-77.04662,Jump
3792bc57-8ff4-57fb-9c8b-4fe5b9c3b1df,38.911175,-77.022391,Jump
5bc9de69-d8ff-53fa-a78c-bb462f2b2277,38.89315,-76.998325,Jump
5b38da26-6e80-5010-b3e9-c74a7bfacf50,38.901723,-76.979068,Jump
bc767f1a-2638-52fc-b7b5-7a660b8f0663,38.929651,-77.04023,Jump
3b999d58-807d-5dbd-af06-3850c1ed56d1,38.900256,-76.989891,Jump
857c07e5-c721-596e-8266-8219bdffdfc9,38.923278,-77.022516,Jump
f590b31e-ab82-554a-9564-7dff7e5c6de5,38.912563,-77.033565,Jump
3c5bdb74-4a58-5680-96f0-32331a368ae9,38.917035,-77.042583,Jump
6c52f2a5-9a91-5b0a-b93e-3c333db8444d,38.899876,-77.006423,Jump
